,"données brutes de fichier de digit de branche fuji36, branche + arbre fuji 42 et branche fuji 48 réarrangées",,,,,,,,,,,,,,,L*l*coef allométrie 2001/10,
#,X,Y,Z,A,B,C,code rameau,type rameau,Long rameau(mm),Long rameau(cm),Nbr feuille,L feuille(mm),largeur feuille,N° fruit,L digitalisée,Surf foliaire(cm²),somme surf foliaire rameau
1,81.71,85.84,-90.35,52.31,-42.52,18.12,,,, ,L4,37,30,,,8.18181,
1,82.15,84.78,-87.82,90.85,-22.25,-101.81,,,, ,L5,22,21,,,3.405402,
1,81.65,86.27,-88.24,-51.32,27.54,44.44,F42PC97,PC,6,0.60,1,,,RC6OMBRE,0.63,,29.616678
1,82.14,86.66,-88.32,-50.13,28,46.02,,,, ,,,,, ,,
1,82.82,87.16,-92.2,172.38,-60.26,-22.58,,,, ,L1,82,49,,,29.616678,
1,76.09,81.36,-81.36,-38.93,51.13,-4.52,F42I116,I,7,0.70,5,,,,0.72,,23.019633
1,76.18,81.99,-81.69,-38.89,52.18,-5.59,,,, ,,,,, ,,
1,73.35,80.7,-80.81,13.38,73.16,19.53,,,, ,L1,28,19,,,3.921372,
1,77.61,81.43,-80.39,171.2,56.56,-34.34,,,, ,L2,25,23,,,4.238325,
1,75,81.34,-82.51,53.81,-2.7,19.01,,,, ,L3,30,26,,,5.74938,
1,76.83,80.12,-83.07,81.81,-7.01,19.62,,,, ,L4,40,27,,,7.96068,
1,75.81,81.4,-82.62,83.47,-5.32,59.98,,,, ,L5,13,12,,,1.149876,
1,77.04,75.45,-80.8,-31.53,-45.02,-118.19,F42I117,I,7,0.70,5,,,,0.78,,25.157223
1,76.61,74.83,-80.61,-32.04,-50.62,-123.71,,,, ,,,,, ,,
1,76.2,74.72,-81.84,11.74,-9.72,22.08,,,, ,L1,33,28,,,6.810804,
1,77.48,74.74,-80.54,175.88,6.46,86.55,,,, ,L2,18,16,,,2.122848,
1,75.6,75.71,-81.46,-67.69,6.62,-18.92,,,, ,L3,36,31,,,8.226036,
1,76.83,76.81,-80.35,-92.96,36.94,-70.15,,,, ,L4,29,23,,,4.916457,
1,78.62,76.5,-79.91,-171.78,-78,-161.05,,,, ,L5,22,19,,,3.081078,
1,76.94,75.23,-79.96,91.19,9.79,97.02,F42PC98,PC,4,0.40,4,,,,0.33,,76.938498
1,76.85,75.54,-80,91.27,9.45,97.6,,,, ,,,,, ,,
1,75.55,78.15,-79.41,-86.1,68.95,-26.17,,,, ,L1,62,35,,,15.99507,
1,74.85,77.17,-78.92,-76.77,28.97,-48.13,,,, ,L2,46,35,,,11.86731,
1,73.49,76.31,-79.68,-14.91,36.1,-24.54,,,, ,L3,46,30,,,10.17198,
1,72.07,74.26,-81.04,30.95,33.56,11.01,,,, ,L4,91,58,,,38.904138,
1,75.62,81.84,-92.62,-91.47,-56.58,-62.84,F42IF66,IF,5,0.50,5,,,34,0.51,,22.636341
1,75.53,82.33,-92.53,-86.23,-59.45,-65.43,,,, ,,,,, ,,
1,73.72,80.9,-92.09,66.94,19.65,91.58,,,, ,L1,33,28,,,6.810804,
1,73.56,81.48,-93.75,77.96,11.5,70.43,,,, ,L2,20,16,,,2.35872,
1,74.92,81.65,-95.14,110.14,-50.06,15.11,,,, ,L3,35,30,,,7.73955,
1,76.56,81.17,-91.97,-129.63,-50.41,120.99,,,, ,L4,27,23,,,4.577391,
1,76.09,82.17,-93.6,94.5,-55.45,-25.36,,,, ,L5,13,12,,,1.149876,
1,75.46,81.9,-92.31,12.63,20.93,-15.04,F42PC99,PC,5,0.50,4,,,,0.61,,61.275123
1,75.52,82,-91.71,13.65,15.83,-12.98,,,, ,,,,, ,,
1,72.5,80.86,-90.44,35.03,38.35,102.29,,,, ,L1,62,38,,,17.366076,
1,72.66,82.06,-92.83,45.15,18.1,41.05,,,, ,L2,57,33,,,13.864851,
1,77.58,84.38,-93.87,-152.23,-26.09,-63.96,,,, ,L3,70,40,,,20.6388,
1,76.52,80.99,-90.26,142.5,28.08,-106.6,,,, ,L4,44,29,,,9.405396,
1,72.94,79.67,-89.36,-24.66,27.23,-77.14,F42I118,I,3,0.30,3,,,,0.38,,6.56019
1,72.63,79.47,-89.27,-30.11,26.1,-81.74,,,, ,,,,, ,,
1,71.94,79.31,-89.86,-91.59,-32.89,-70.22,,,, ,L1,15,16,,,1.76904,
1,72.55,78.66,-89.95,-129.04,-55.22,-28.86,,,, ,L2,10,9,,,0.66339,
1,72.8,78.29,-89.82,125.77,-78.77,86.9,,,, ,L3,28,20,,,4.12776,
1,71.34,86.05,-86.64,-85.01,-40.91,-12.12,F42I119,I,5,0.50,5,,,,0.35,,24.206364
1,71.25,86.37,-86.52,-84.98,-42.64,-12.3,,,, ,,,,, ,,
1,70.19,85.08,-86.64,93.97,8.16,93.66,,,, ,L1,16,14,,,1.651104,
1,69.76,84.79,-88.16,109.66,-12.31,60.6,,,, ,L2,31,24,,,5.484024,
1,72.25,86.26,-87.86,107.72,-50.83,69.85,,,, ,L3,22,20,,,3.24324,
1,72.25,85.4,-87.79,137.88,-15.91,-31.22,,,, ,L4,36,29,,,7.695324,
1,71.5,84.43,-85.63,91.87,2.11,-170.77,,,, ,L5,32,26,,,6.132672,
1,71.42,86.03,-86.58,-5.4,56.06,-71.66,F42PC100,PC,7,0.70,4,,,,0.69,,84.641193
1,71.41,86.66,-86.29,-1.44,55.49,-68.34,,,, ,,,,, ,,
1,69.11,86.48,-85.97,29.29,64.43,18.6,,,, ,L1,68,33,,,16.540524,
1,68.87,87.51,-83.94,-43,73.21,-24.87,,,, ,L2,70,43,,,22.18671,
1,70.27,88.65,-83.85,-100.83,59.14,-15.91,,,, ,L3,68,37,,,18.545436,
1,74.39,88.38,-85.79,-148.09,21.94,-54.8,,,, ,L4,79,47,,,27.368523,
1,68.55,80.43,-78.81,-89.96,-19.62,-14.38,F42IF67,IF,5,0.50,5,,,35,0.62,,31.444686
1,68.83,80.73,-78.34,-90.4,-20.75,-15.86,,,, ,,,,, ,,
1,67.03,80.79,-79.05,-8.12,-67.68,142.75,,,, ,L1,19,18,,,2.520882,
1,67.22,80.43,-79.67,65.57,-67.83,81.15,,,, ,L2,25,25,,,4.606875,
1,68.59,80.7,-80.13,170.06,-21.52,-52.58,,,, ,L3,27,23,,,4.577391,
1,69.42,78.95,-80.64,83.73,13.8,10.25,,,, ,L4,29,26,,,5.557734,
1,71.02,82.04,-79.79,-177.12,30.47,-34.9,,,, ,L5,52,37,,,14.181804,
1,64.42,79.08,-73.17,-51.83,-12.46,-107.94,F42I120,I,4,0.40,4,,,,0.44,,8.240778
1,63.99,79,-73.09,-54.68,-14.91,-109.22,,,, ,,,,, ,,
1,64.03,79.56,-73.8,10.83,-42.79,40.82,,,, ,L1,30,20,,,4.4226,
1,64.03,78.35,-73.36,-102.03,-62.79,-62,,,, ,L2,12,7,,,0.619164,
1,64.94,78.14,-72.91,-127.93,-76.58,6.61,,,, ,L3,19,13,,,1.820637,
1,65.09,79.04,-72.47,176.15,-52.46,95.56,,,, ,L4,17,11,,,1.378377,
1,63.94,79.42,-73.01,-98.45,-71.42,-84.41,F42PC101,PC,4,0.40,3,,,,0.41,,38.683008
1,63.84,79.73,-72.76,-98.68,-74.39,-83.13,,,, ,,,,, ,,
1,62.61,77.41,-71.42,105.29,35.12,52.54,,,, ,L1,45,24,,,7.96068,
1,61.71,76.88,-71.35,61.07,45.07,10.89,,,, ,L2,55,32,,,12.97296,
1,62.28,75.78,-73.93,104.67,18.75,55.96,,,, ,L3,56,43,,,17.749368,
1,64.49,81.71,-70.05,-107.06,-11.14,-4.63,F42IF68,IF,9,0.90,6,,,36,0.85,,29.343951
1,65.03,82.06,-69.49,-108.03,-13.09,-2.57,,,, ,,,,, ,,
1,62.81,80.12,-70.28,77.48,5.97,68.5,,,, ,L1,37,27,,,7.363629,
1,62.95,80.69,-71.87,68.25,-20.92,59.61,,,, ,L2,38,29,,,8.122842,
1,65.19,80.95,-68.74,-5.07,30.59,-67,,,, ,L3,23,20,,,3.39066,
1,65.17,80.02,-72.05,120.51,-18.22,-56.29,,,, ,L4,37,27,,,7.363629,
1,64.89,81.08,-71.53,90.45,-39.02,51.24,,,, ,L5,19,15,,,2.100735,
1,64,81.5,-71.38,86.31,-28.83,54.52,,,, ,L6,17,8,,,1.002456,
1,64.03,82.34,-70.65,-6.07,37.84,-64.79,F42PC102,PC,6,0.60,4,,,,0.55,,76.466754
1,63.91,82.86,-70.77,-0.4,36.59,-64.03,,,, ,,,,, ,,
1,61.83,83.18,-71.32,-17.52,21.84,7.29,,,, ,L1,64,41,,,19.341504,
1,62.04,83.6,-71.15,-10.35,30.67,3.53,,,, ,L2,53,26,,,10.157238,
1,62.03,84.42,-70.84,-48.24,31.01,39.96,,,, ,L3,60,32,,,14.15232,
1,62.36,85.35,-70.86,-60.05,35.73,29.66,,,, ,L4,84,53,,,32.815692,
1,61.6,80.55,-65.4,-85.51,3.66,-97.58,F42I121,I,7,0.70,6,,,,0.73,,33.936084
1,60.88,80.65,-65.33,-87.39,3.37,-96.16,,,, ,,,,, ,,
1,59.65,81.7,-67.19,-82.68,-50.18,-85.35,,,, ,L1,36,31,,,8.226036,
1,61.36,80.96,-64.85,-143.65,36.32,-38.89,,,, ,L2,28,26,,,5.366088,
1,60.62,81.87,-65.63,-85.31,-63.77,-144.46,,,, ,L3,23,20,,,3.39066,
1,61.24,78.84,-66.82,129.1,-14.97,49.81,,,, ,L4,36,30,,,7.96068,
1,60.21,82.58,-66.79,-78.91,-58.12,-89.38,,,, ,L5,38,30,,,8.40294,
1,61.32,80.33,-65.69,121.7,-38.7,31.63,,,, ,L6,10,8,,,0.58968,
1,62.27,80.9,-62.1,-72.87,18.15,-77.84,F42I122,I,3,0.30,2,,,,0.41,,7.429968
1,62.61,80.97,-61.88,-68.1,19.1,-74.33,,,, ,,,,, ,,
1,61.52,81.28,-62.17,53.99,-50.06,126.33,,,, ,L1,27,22,,,4.378374,
1,63.98,80.93,-62.33,38.97,-65.42,72.53,,,, ,L2,23,18,,,3.051594,
1,60.55,78.82,-58.62,-52.75,-32.36,-126.97,F42IF69,IF,5,0.50,4,,,37,0.57,,20.616687
1,60.84,79.18,-58.96,-51.84,-28.05,-125.02,,,, ,,,,, ,,
1,59.92,81.1,-59.99,-106.98,-22.3,-34.54,,,, ,L1,35,24,,,6.19164,
1,62.3,80.7,-57.91,-101.56,-60.47,127.44,,,, ,L2,28,25,,,5.1597,
1,60.3,80.78,-59.49,-66.06,-18.53,-133.89,,,, ,L3,17,13,,,1.628991,
1,60.47,80.57,-60.49,-70.52,-32.36,-76.63,,,, ,L4,37,28,,,7.636356,
1,60.85,78.89,-58.78,-40.6,-24.84,-68.11,F42PC103,PC,5,0.50,3,,,,0.54,,45.707571
1,61.01,78.52,-58.42,-48.7,-25.44,-69.01,,,, ,,,,, ,,
1,60.33,77.65,-62.55,90.45,-32.64,72.44,,,, ,L1,60,40,,,17.6904,
1,63.93,77.13,-58.88,141.04,28.57,26.79,,,, ,L2,61,41,,,18.434871,
1,62.65,78.18,-57.06,167.77,33.88,117.47,,,, ,L3,50,26,,,9.5823,
1,60.18,82.31,-56.79,-132.07,-6.83,24.76,F42I123,I,5,0.50,5,,,,0.44,,23.373441
1,60.25,82.47,-56.39,-132.22,-6.18,24.23,,,, ,,,,, ,,
1,59.02,80.96,-58.21,29.09,3.76,64.36,,,, ,L1,39,30,,,8.62407,
1,59.73,81.18,-56.71,26.27,27.38,56.42,,,, ,L2,21,15,,,2.321865,
1,58.67,81.61,-55.48,49.77,37.39,137.27,,,, ,L3,28,24,,,4.953312,
1,60.9,80.09,-55.01,170.45,7.85,-153.6,,,, ,L4,24,22,,,3.891888,
1,61.16,81.42,-57.29,131.64,-24.63,-30.49,,,, ,L5,27,18,,,3.582306,
1,59.71,82.27,-57.46,-27.54,9.42,-105.78,F42PC104,PC,6,0.60,4,,,,0.62,,67.599441
1,59.65,82.86,-57.63,-24.88,10.5,-106.28,,,, ,,,,, ,,
1,58.29,83.34,-57.93,15.09,47.69,44.96,,,, ,L1,56,30,,,12.38328,
1,58.24,85.97,-57.28,-22.65,-3.27,122.67,,,, ,L2,78,49,,,28.171962,
1,58.06,85.03,-58.15,-97.99,34.83,-43.14,,,, ,L3,53,33,,,12.891879,
1,58.23,84.89,-59.26,-93.54,-37.33,-92.6,,,, ,L4,60,32,,,14.15232,
1,59.32,82.48,-39.87,-89.9,-23.87,-92.3,F42IF70,IF,10,1.00,7,,,38,1.12,,39.036816
1,59.54,83.1,-38.96,-98.1,-36.72,-91.98,,,, ,,,,, ,,
1,56.16,83.29,-41.22,29.22,-80.13,88.73,,,, ,L1,34,27,,,6.766578,
1,57.36,82.98,-41.01,-140.48,-54.96,-93.17,,,, ,L2,17,15,,,1.879605,
1,58.41,81.89,-41.65,163.24,-58.39,-68.33,,,, ,L3,31,24,,,5.484024,
1,59.82,81.98,-40.3,-168.8,-54.98,-144.34,,,, ,L4,31,25,,,5.712525,
1,56.82,79.39,-41.31,97.44,-43.07,100.76,,,, ,L5,32,25,,,5.8968,
1,57.65,80.28,-42.05,148.52,-24.92,41.32,,,, ,L6,42,33,,,10.216206,
1,59.69,81.09,-41.11,63.38,-80.3,-58.93,,,, ,L7,22,19,,,3.081078,
1,57.85,79.44,-40.07,57.78,20.15,-12.89,F42PL30,PL,132,13.20,8,,,,13.12,,212.417478
1,52.85,74.12,-29.17,50.75,2.23,-27.31,,,, ,,,,, ,,
1,58.47,80.04,-36.53,145.77,62.47,160.86,,,, ,L1,63,36,,,16.717428,
1,54.49,77.19,-39.04,46.9,-12.5,111.8,,,, ,L2,76,60,,,33.61176,
1,52.83,80.53,-35.21,-41.3,47.88,-19.77,,,, ,L3,81,47,,,28.061397,
1,55.61,76.35,-32.86,120.14,48.74,136.36,,,, ,L4,83,53,,,32.425029,
1,52.58,74.6,-34.67,18.62,1.69,75.58,,,, ,L5,76,46,,,25.769016,
1,52.08,77.14,-30.59,-79.44,57.72,-29.57,,,, ,L6,70,46,,,23.73462,
1,53.17,72.26,-28.9,85.48,43.65,83.71,,,, ,L7,67,54,,,26.668278,
1,52.54,74.06,-29.94,31.68,-8.78,49.54,,,, ,L8,75,46,,,25.42995,
1,69.58,44.81,-154.38,-85.09,62.12,-81.73,F42VL3,VL,43,4.30,8,,,,4.30,,84.139965
1,65.42,44.63,-155.45,-101.37,61.64,-94.14,,,, ,,,,, ,,
1,70.4,44.03,-153.74,169.07,68.09,43.29,,,, ,L1,28,17,,,3.508596,
1,67.72,45.07,-154.31,-14.67,32.64,26.11,,,, ,L2,36,22,,,5.837832,
1,69.03,43.43,-154.91,109.44,-21.77,74.67,,,, ,L3,32,22,,,5.189184,
1,68.61,45.9,-155.71,-105.36,-4.64,-4.12,,,, ,L4,40,25,,,7.371,
1,65.28,44.51,-155.1,10.67,22.8,2.35,,,, ,L5,58,32,,,13.680576,
1,65.38,46.49,-157.45,-73.81,-31.74,-17.2,,,, ,L6,65,39,,,18.685485,
1,64.39,42.51,-156.66,56.46,-23.75,35.85,,,, ,L7,64,29,,,13.680576,
1,63.32,46.1,-154.95,-61.74,18.86,10.17,,,, ,L8,61,36,,,16.186716,
1,52.12,73.61,-114.74,-21.95,44.41,-22.55,F42 IF71,IF,22,2.20,8,,,,2.21,,63.368487
1,53.05,75.59,-115.03,-16.43,41.77,-18.88,,,, ,,,,, ,,
1,50.95,75.02,-113.73,-4.34,-3.44,52.96,,,, ,L1,25,20,,,3.6855,
1,51.46,76.2,-115.3,-3.15,-33.66,38.25,,,, ,L2,45,31,,,10.282545,
1,52.94,74.92,-115.05,94.45,-51.7,8.13,,,, ,L3,28,27,,,5.572476,
1,53.94,74.36,-110.87,120.73,69.33,-119.76,,,, ,L4,35,34,,,8.77149,
1,54.18,74.96,-112.43,137.65,33.7,-59.89,,,, ,L5,37,21,,,5.727267,
1,52.19,77.21,-113.32,-76.58,-3.45,28.77,,,, ,L6,23,9,,,1.525797,
1,51.32,77.88,-112.26,-53.49,25.02,14.14,,,, ,L7,56,37,,,15.272712,
1,55.08,74.18,-113.47,153.63,-41.1,-20.2,,,, ,L8,50,34,,,12.5307,
1,128.06,26.48,-160.4,-57.37,-30.33,34.36,F48IF72,IF,7,0.70,2,,,"2,3",0.66,,23.21865
1,127.62,26.35,-160.87,-60.99,-29.33,34.76,,,, ,,,,, ,,
1,127.98,23.63,-160.79,89.74,27.56,-6.95,,,, ,L1,45,36,,,11.94102,
1,126.43,23.18,-159.72,65.43,17.39,-15.85,,,, ,L2,45,34,,,11.27763,
1,128.42,26.21,-159.38,-88.65,-37.84,-3.43,F48PL31,PL,52,5.20,6,,,,5.39,,130.68783
1,126.42,29.27,-163.34,-90.68,-42.6,0.95,,,, ,,,,, ,,
1,128.14,30.24,-161.09,-81.57,13.07,8.26,,,, ,L1,80,48,,,28.30464,
1,126.2,28.3,-160.72,-41.47,24.05,9.7,,,, ,L2,90,53,,,35.15967,
1,125.26,27.64,-167.29,-33.31,-35.91,60.42,,,, ,L3,71,42,,,21.980322,
1,124.91,29.47,-161.33,-19.15,17.89,14.1,,,, ,L4,62,39,,,17.823078,
1,127.45,30.91,-164.69,-100.55,-5.68,-6.42,,,, ,L5,60,34,,,15.03684,
1,124.6,27.85,-166.9,10.72,-28.56,35.25,,,, ,L6,56,30,,,12.38328,
1,127.42,24.51,-166.31,159.82,13.68,-43.53,F48VC52,VC,3,0.30,4,,,,0.37,,50.218623
1,127.43,24.47,-166.68,161.36,16.21,-42.21,,,, ,,,,, ,,
1,128.67,22.75,-169.79,136.59,-16.33,10.87,,,, ,L1,44,32,,,10.378368,
1,126.64,19.65,-168.73,73.52,-2.13,-6.92,,,, ,L2,66,40,,,19.45944,
1,125.66,24.61,-168.78,10.17,-18.24,-21.51,,,, ,L3,29,25,,,5.343975,
1,125.44,25.95,-168.51,-10.44,-4.05,2.61,,,, ,L4,60,34,,,15.03684,
1,127.55,25.22,-171.89,-154.04,47.28,1.89,F48VC53,VC,7,0.70,9,,,,1.10,,176.262723
1,128.43,25.37,-172.53,-155.63,48.18,-1.37,,,, ,,,,, ,,
1,126.76,23.2,-173.84,76.39,-15.64,-2.64,,,, ,L1,20,13,,,1.91646,
1,128.39,27.56,-171.6,-95.89,28.6,19.4,,,, ,L2,28,22,,,4.540536,
1,129.72,24.44,-173.16,150.77,27.93,-27.01,,,, ,L3,51,35,,,13.157235,
1,125.04,24.67,-176.35,35.65,-30.3,-16.49,,,, ,L4,43,30,,,9.50859,
1,127.47,21.52,-175.93,90.45,-11.36,-2.79,,,, ,L5,91,50,,,33.53805,
1,131.64,25.25,-175.46,165.08,9.27,-16.29,,,, ,L6,86,43,,,27.257958,
1,131.3,28.27,-173.59,-151.02,22,4.34,,,, ,L7,91,38,,,25.488918,
1,126.65,29.29,-171.74,-63.39,25.42,10.37,,,, ,L8,72,48,,,25.474176,
1,124.03,28.11,-177.05,-22.49,-17.34,17.26,,,, ,L9,100,48,,,35.3808,
1,123.11,27.93,-183.64,-143.09,36.33,14.63,F48VC54,VC,5,0.50,5,,,,0.76,,71.454474
1,122.98,27.69,-184.35,-144.22,36.72,13.17,,,, ,,,,, ,,
1,123.32,29.18,-183.68,-92.39,1.69,9.46,,,, ,L1,14,9,,,0.928746,
1,121.28,28.32,-185.39,29.53,-8.38,-43.43,,,, ,L2,32,20,,,4.71744,
1,124.83,29.88,-184.29,-126.38,25.27,45.05,,,, ,L3,47,35,,,12.125295,
1,121.57,29.83,-187.7,-76.35,-48.13,103.34,,,, ,L4,67,44,,,21.729708,
1,125.3,23.85,-185.34,124.39,4.12,-16.07,,,, ,L5,85,51,,,31.953285,
1,120.91,30.19,-186.38,-119.8,39.18,56,F48VC55,VC,40,4.00,12,,,,3.84,,280.186452
1,117.86,31.54,-188.28,-123.55,33.82,59.85,,,, ,,,,, ,,
1,121.21,29.99,-183.94,-30.64,53.36,8.31,,,, ,L1,21,21,,,3.250611,
1,122.41,27.81,-186.73,128.52,36.83,7,,,, ,L2,41,37,,,11.181807,
1,122.74,32.39,-185.63,-89.39,28.91,-11.1,,,, ,L3,47,43,,,14.896791,
1,120.11,32.64,-183.76,-66.43,50.18,-8.88,,,, ,L4,83,50,,,30.58965,
1,122.13,27.52,-189.19,105.93,-10.77,-4.61,,,, ,L5,70,48,,,24.76656,
1,119.01,28.5,-185.4,18.72,25.63,6.29,,,, ,L6,57,48,,,20.167056,
1,118.08,26.48,-187.89,61.47,28.15,1.51,,,, ,L7,104,55,,,42.16212,
1,121.44,34.77,-185.95,-90.01,29.47,11.43,,,, ,L8,107,54,,,42.589638,
1,115.81,32.25,-185.96,-18.94,24.58,14.15,,,, ,L9,97,53,,,37.894311,
1,120.03,28.4,-192.14,109.28,-27.71,-3.92,,,, ,L10,95,52,,,36.41274,
1,118.69,33.86,-186.6,-67.9,31.1,13.71,,,, ,L11,48,27,,,9.552816,
1,118.5,30.96,-192.11,68.37,-69.45,-44.73,,,, ,L12,38,24,,,6.722352,
1,121.1,30.2,-187.79,160.66,36.6,2.44,F48VC56,VC,7,0.70,4,,,,0.70,,41.447133
1,120.93,29.54,-187.95,167.23,37.74,7.14,,,, ,,,,, ,,
1,122.4,27.78,-187.67,141.95,39.4,28.38,,,, ,L1,49,30,,,10.83537,
1,119.69,27.05,-189.25,65.21,-2.29,-0.21,,,, ,L2,42,28,,,8.668296,
1,120.57,30.53,-188.4,-29.52,-11.76,-75.42,,,, ,L3,26,22,,,4.216212,
1,121.93,30.97,-190.93,-127.5,-26.36,8.83,,,, ,L4,65,37,,,17.727255,
1,120.24,31.52,-191.13,176.52,35.83,-5.78,F48VC57,VC,4,0.40,5,,,,0.51,,58.2309
1,120.34,32.02,-191.07,176.79,35.95,-4.17,,,, ,,,,, ,,
1,119.51,32.52,-191.23,-50.07,31.59,61.18,,,, ,L1,26,17,,,3.257982,
1,123.29,33.13,-191.57,-164.13,59.2,2.34,,,, ,L2,70,32,,,16.51104,
1,122.02,33.17,-192.68,-132.22,10.51,-31.56,,,, ,L3,34,27,,,6.766578,
1,121.86,35.11,-189.77,-94.86,43,-6.13,,,, ,L4,62,42,,,19.194084,
1,118.06,34.35,-192.73,-36.95,-0.97,38.78,,,, ,L5,53,32,,,12.501216,
1,119.45,31.16,-193.2,121.03,37.44,-37.53,F48VC58,VC,3,0.30,5,,,,0.30,,67.253004
1,119.27,30.92,-193.25,125.08,39.37,-33.26,,,, ,,,,, ,,
1,119,31.57,-193.1,101.7,36.75,50.57,,,, ,L1,21,14,,,2.167074,
1,119.08,28.88,-194.41,90.95,-15.74,-0.34,,,, ,L2,47,38,,,13.164606,
1,119.65,34.3,-194.46,-31.16,-20.45,-52.78,,,, ,L3,34,21,,,5.262894,
1,120.15,29.21,-197.23,106.02,-15.74,8.35,,,, ,L4,90,43,,,28.52577,
1,118.17,34.2,-192.58,-20.67,12.31,-0.97,,,, ,L5,60,41,,,18.13266,
1,120.91,33.24,-194.14,-176.95,53.54,0.78,F48VC59,VC,3,0.30,2,,,,0.29,,15.434874
1,120.91,33.25,-194.43,-176.55,54.27,1.15,,,, ,,,,, ,,
1,120.41,31.39,-195.87,111.62,3.8,-48.76,,,, ,L1,20,18,,,2.65356,
1,122.51,35.12,-194.95,-139.36,31.2,26.68,,,, ,L2,51,34,,,12.781314,
1,119.3,34.71,-196.03,-147.94,43.94,18.29,F48VC60,VC,3,0.30,3,,,,0.25,,21.073689
1,119.14,34.9,-196.07,-148.77,43.79,19.44,,,, ,,,,, ,,
1,119.69,36.24,-197.95,-149.25,6.07,-50.13,,,, ,L1,25,18,,,3.31695,
1,117.47,33.52,-198.45,41.76,-25.07,48.1,,,, ,L2,36,22,,,5.837832,
1,119.06,36.91,-194.3,-85.01,48.26,4.42,,,, ,L3,49,33,,,11.918907,
1,118.95,34.9,-197.2,170.92,32.92,44.05,F48VC61,VC,3,0.30,3,,,,0.35,,27.398007
1,119.13,34.82,-197.49,173.88,35.39,45.83,,,, ,,,,, ,,
1,120.11,33.06,-198.34,144.77,11.13,-11.28,,,, ,L1,29,23,,,4.916457,
1,117.78,32.75,-198.54,54.48,-20.76,32.76,,,, ,L2,35,22,,,5.67567,
1,118.17,30.56,-200.35,88.02,-19.03,-18.59,,,, ,L3,60,38,,,16.80588,
1,119.11,34.56,-197.75,-174.89,31.2,-20.29,F48VL4,VL,352,35.20,22,,,,34.85,,527.793084
1,113.51,54.36,-225.88,176.74,50.04,-1.42,,,, ,,,,, ,,
1,117.65,38.23,-198.29,-45,-6.73,26.6,,,, ,L1,28,27,,,5.572476,
1,119,33.33,-200.41,108.53,-23.31,13.63,,,, ,L2,39,32,,,9.199008,
1,119.95,38.7,-199.12,-103.25,1.92,2.09,,,, ,L3,48,33,,,11.675664,
1,115.43,35.33,-203.04,14.05,-33.67,-0.69,,,, ,L4,65,45,,,21.560175,
1,122.26,36.03,-201.34,-174.47,13.94,3.97,,,, ,L5,81,47,,,28.061397,
1,118.24,40.23,-201.63,-87.8,-14.35,7.31,,,, ,L6,90,55,,,36.48645,
1,114.75,34.21,-205.08,40.42,-19.18,-2.06,,,, ,L7,102,62,,,46.614204,
1,119.47,40.81,-206.26,-126.83,-22.98,-10.03,,,, ,L8,95,57,,,39.913965,
1,114.12,42.84,-206.29,-30.15,3.45,2.52,,,, ,L9,99,56,,,40.864824,
1,116.58,38.72,-212.04,90.59,-34.91,-11.86,,,, ,L10,80,48,,,28.30464,
1,118.05,45.62,-210.61,-112.63,9.6,-4.54,,,, ,L11,79,46,,,26.786214,
1,111.73,46.64,-213.64,12.63,-3.96,-1.16,,,, ,L12,86,53,,,33.597018,
1,117.54,46.69,-217.16,-156.49,1.03,-7.82,,,, ,L13,82,48,,,29.012256,
1,114.92,51.02,-216.75,-62.3,20.82,10.85,,,, ,L14,77,45,,,25.540515,
1,114.54,46.51,-222.3,82.71,-27.27,-2.51,,,, ,L15,73,40,,,21.52332,
1,113.41,49.8,-222.23,-122.98,23,3.35,,,, ,L16,67,38,,,18.766566,
1,110.85,53.34,-223.43,8.53,-9.23,5.27,,,, ,L17,68,37,,,18.545436,
1,115.62,51.6,-225.71,148.54,-22.11,-2.62,,,, ,L18,70,36,,,18.57492,
1,115.52,57.53,-225.81,-80.38,-4.69,11.07,,,, ,L19,65,36,,,17.24814,
1,112.88,53.84,-229.06,46.72,-41.21,-4.56,,,, ,L20,64,36,,,16.982784,
1,114.54,55.45,-228.81,-137.19,-22.03,3.58,,,, ,L21,63,39,,,18.110547,
1,111.32,57.37,-228.95,-48.81,-35.55,20.35,,,, ,L22,65,31,,,14.852565,
1,133.64,26.52,-155.73,-156.41,58.82,-8.65,F48VC62,VC,4,0.40,6,,,,0.32,,57.972915
1,133.9,26.68,-155.84,-156.34,59.44,-8.11,,,, ,,,,, ,,
1,131.79,27.96,-159.64,-45.18,-47.68,67.33,,,, ,L1,12,8,,,0.707616,
1,134.46,25.9,-156.5,122.1,21.51,-10.55,,,, ,L2,22,14,,,2.270268,
1,132.45,25.26,-159.1,69.22,-20.84,-14.28,,,, ,L3,32,21,,,4.953312,
1,135.24,28.68,-155.55,-128.7,36.5,18.8,,,, ,L4,45,28,,,9.28746,
1,134.5,24.53,-159.46,113.86,-22.95,2.12,,,, ,L5,67,40,,,19.75428,
1,133.51,30.3,-159.58,-81.15,-35.3,32.99,,,, ,L6,77,37,,,20.999979,
1,130.82,28.78,-155.62,-61.41,-58.92,-94.98,F48VC63,VC,4,0.40,4,,,,0.47,,36.405369
1,130.45,28.59,-155.83,-62.87,-59.62,-95.34,,,, ,,,,, ,,
1,130.13,28.94,-158.16,-153.89,-44,28.49,,,, ,L1,26,16,,,3.066336,
1,129.13,28.73,-158.95,-51.89,-39.47,-49.03,,,, ,L2,41,26,,,7.857486,
